   1.0000000000000000E-004   0.0000000000000000        1.0000000000000000     
   2.0000000000000001E-004   1.0000000000000000E-003  0.99999999000000017     
   3.0000000000000003E-004   2.0000000000000000E-003  0.99999984000002573     
   4.0000000000000002E-004   3.0000000000000001E-003  0.99999919000065618     
   5.0000000000000001E-004   4.0000000000000001E-003  0.99999744000655355     
   6.0000000000000006E-004   5.0000000000000001E-003  0.99999375003906232     
   7.0000000000000010E-004   6.0000000000000001E-003  0.99998704016795936     
   8.0000000000000015E-004   7.0000000000000010E-003  0.99997599057646624     
   9.0000000000000019E-004   8.0000000000000019E-003  0.99995904167765293     
   1.0000000000000002E-003   9.0000000000000011E-003  0.99993439430438968     
   1.1000000000000003E-003   1.0000000000000002E-002  0.99990000999900008     
   1.2000000000000003E-003   1.1000000000000003E-002  0.99985361143275020     
   1.3000000000000004E-003   1.2000000000000004E-002  0.99979268298925528     
   1.4000000000000004E-003   1.3000000000000005E-002  0.99971447154978077     
   1.5000000000000005E-003   1.4000000000000004E-002  0.99961598752223335     
   1.6000000000000005E-003   1.5000000000000005E-002  0.99949400615938189     
   1.7000000000000006E-003   1.6000000000000004E-002  0.99934506921543886     
   1.8000000000000006E-003   1.7000000000000005E-002  0.99916548699360808     
   1.9000000000000006E-003   1.8000000000000006E-002  0.99895134084043946     
   2.0000000000000005E-003   1.9000000000000006E-002  0.99869848614586976     
   2.1000000000000003E-003   2.0000000000000004E-002  0.99840255591054305     
   2.2000000000000001E-003   2.1000000000000005E-002  0.99805896494438662     
   2.3000000000000000E-003   2.2000000000000002E-002  0.99766291476239422     
   2.3999999999999998E-003   2.3000000000000000E-002  0.99720939924505858     
   2.4999999999999996E-003   2.3999999999999997E-002  0.99669321113183518     
   2.5999999999999994E-003   2.4999999999999994E-002  0.99610894941634243     
   2.6999999999999993E-003   2.5999999999999995E-002  0.99545102771160454     
   2.7999999999999991E-003   2.6999999999999993E-002  0.99471368365246049     
   2.8999999999999989E-003   2.7999999999999990E-002  0.99389098940019249     
   2.9999999999999988E-003   2.8999999999999991E-002  0.99297686331140256     
   3.0999999999999986E-003   2.9999999999999988E-002  0.99196508282908447     
   3.1999999999999984E-003   3.0999999999999986E-002  0.99084929864862725     
